customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,TenureGroup,MonthlyRevenue,AnnualizedMonthlyRevenue,ChurnProbability,RiskSegment,ChurnProbabilityPct,RevenueAtRisk,AnnualRevenueAtRisk,CustomerValueTier
3199-NPKCN,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,No,0,49-72,111.25,1335.0,0.3586326136632242,Medium Risk,35.86,39.897878270033694,478.77453924040435,High Value
5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.8,1782.0,No,0,49-72,35.8,429.6,0.080169438625171,Low Risk,8.02,2.8700659027811213,34.440790833373455,Low Value
4661-NJEUX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,No,0,0-6,20.05,240.6,0.4727977622147724,Medium Risk,47.28,9.479595132406187,113.75514158887424,Low Value
2123-AGEEN,Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,No,0,7-12,84.35,1012.2,0.8794596438756694,High Risk,87.95,74.18242096091271,890.1890515309525,High Value
1258-YMZNM,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,No,0,25-48,110.5,1326.0,0.5638819225859873,Medium Risk,56.39,62.3089524457516,747.7074293490192,High Value
0048-LUMLS,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.2,3247.55,No,0,25-48,91.2,1094.4,0.3988817782888101,Medium Risk,39.89,36.37801817993948,436.53621815927374,High Value
7549-MYGPK,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,Yes,1,49-72,100.55,1206.6,0.4526010293481706,Medium Risk,45.26,45.50903350095855,546.1084020115027,High Value
5898-IGSLP,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,2823.0,No,0,25-48,89.3,1071.6,0.4764500781519573,Medium Risk,47.65,42.546991978969785,510.5639037476374,High Value
3804-RVTGV,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes,1,49-72,103.85,1246.1999999999998,0.6219701381623907,High Risk,62.2,64.59159884816427,775.0991861779712,High Value
6259-WJQLC,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No,0,25-48,81.1,973.2,0.7022791438996537,High Risk,70.23,56.95483857026191,683.4580628431429,Medium Value
9227-LUNBG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,Yes,1,0-6,24.6,295.20000000000005,0.7711161854888392,High Risk,77.11,18.969458163025447,227.63349795630535,Low Value
7997-EASSD,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.2,4965.1,No,0,49-72,81.2,974.4,0.2133371214066053,Low Risk,21.33,17.32297425821635,207.87569109859623,Medium Value
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No,0,25-48,94.3,1131.6,0.6351641692867077,High Risk,63.52,59.895981163736536,718.7517739648384,High Value
8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No,0,49-72,116.1,1393.1999999999998,0.1367393509808113,Low Risk,13.67,15.875438648872192,190.50526378646632,High Value
0678-RLHVP,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,No,0,49-72,105.55,1266.6,0.3225974936486501,Medium Risk,32.26,34.05016545461502,408.60198545538026,High Value
4315-MURBD,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes,1,7-12,98.9,1186.8000000000002,0.6965027631723352,High Risk,69.65,68.88412327774395,826.6094793329274,High Value
2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,No,0,49-72,94.4,1132.8000000000002,0.5254732165122156,Medium Risk,52.55,49.60467163875315,595.2560596650378,High Value
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,27.55,No,0,0-6,19.5,234.0,0.3752027089531788,Medium Risk,37.52,7.316452824586987,87.79743389504384,Low Value
9734-YWGEX,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,Yes,1,7-12,98.3,1179.6,0.8281864546612211,High Risk,82.82,81.41072849319804,976.9287419183764,High Value
2719-BDAQO,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,Yes,1,13-24,93.85,1126.1999999999998,0.7607180972203516,High Risk,76.07,71.39339342412998,856.7207210895598,High Value
5285-MVEHD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No,0,49-72,105.6,1267.1999999999998,0.3104123585586024,Medium Risk,31.04,32.77954506378841,393.3545407654609,High Value
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,No,0,49-72,81.35,976.2,0.0302057780569803,Low Risk,3.02,2.4572400449353475,29.48688053922417,Medium Value
0781-LKXBR,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,Yes,1,7-12,100.5,1206.0,0.9202893313274016,High Risk,92.03,92.48907779840387,1109.8689335808465,High Value
5543-QDCRY,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,No,0,0-6,56.4,676.8,0.75997621243417,High Risk,76.0,42.86265838128719,514.3519005754463,Medium Value
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,0,13-24,65.35,784.1999999999999,0.2810799679918738,Low Risk,28.11,18.36857590826895,220.42291089922742,Medium Value
4694-PHWFW,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,No,0,7-12,19.95,239.4,0.2702259004222528,Low Risk,27.02,5.391006713423943,64.69208056108732,Low Value
0835-JKADZ,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,No,0,49-72,111.25,1335.0,0.2431844881412452,Low Risk,24.32,27.054274305713527,324.6512916685623,High Value
1907-UBQFC,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes,1,7-12,72.85,874.1999999999999,0.8313957288133395,High Risk,83.14,60.567178844051774,726.8061461286213,Medium Value
7508-SMHXL,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,No,0,13-24,89.0,1068.0,0.7593365148460782,High Risk,75.93,67.58094982130096,810.9713978556115,High Value
3865-YIOTT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,0,49-72,106.1,1273.1999999999998,0.2720700436183731,Low Risk,27.21,28.866631627909385,346.3995795349126,High Value
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.0,No,0,7-12,20.05,240.6,0.1556585943788648,Low Risk,15.57,3.12095481729624,37.451457807554874,Low Value
6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No,0,49-72,25.2,302.4,0.0111721843250636,Low Risk,1.12,0.2815390449916027,3.3784685398992327,Low Value
6513-EECDB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes,1,0-6,73.55,882.5999999999999,0.9074318746909936,High Risk,90.74,66.74161438352257,800.8993726022709,Medium Value
3956-CJUST,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No,0,13-24,75.4,904.8,0.6088373660892638,High Risk,60.88,45.90633740313049,550.8760488375659,Medium Value
4079-WWQQQ,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,0,49-72,65.55,786.5999999999999,0.0434769940906729,Low Risk,4.35,2.8499169626436083,34.1990035517233,Medium Value
6103-BOCOU,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193.0,No,0,25-48,80.7,968.4,0.780431338857738,High Risk,78.04,62.980809045819456,755.7697085498335,Medium Value
5149-TGWDZ,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,No,0,13-24,104.55,1254.6,0.5412948383212528,Medium Risk,54.13,56.59237534648698,679.1085041578438,High Value
7471-WNSUF,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,No,0,49-72,24.15,289.79999999999995,0.0332591110336515,Low Risk,3.33,0.8032075314626836,9.638490377552204,Low Value
8942-DBMHZ,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,No,0,7-12,20.45,245.4,0.2869836153890737,Low Risk,28.7,5.868814934706557,70.42577921647869,Low Value
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No,0,13-24,75.4,904.8,0.8355245449422243,High Risk,83.55,62.99855068864372,755.9826082637246,Medium Value
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No,0,49-72,79.7,956.4,0.1359243090063597,Low Risk,13.59,10.833167427806869,129.99800913368242,Medium Value
4824-GUCBY,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No,0,13-24,81.7,980.4,0.5984032706028553,Medium Risk,59.84,48.889547208253276,586.6745664990393,Medium Value
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,0,25-48,76.3,915.6,0.1634908053473451,Low Risk,16.35,12.474348448002429,149.69218137602914,Medium Value
7074-IEVOJ,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,Yes,1,0-6,79.4,952.8,0.8795242365582491,High Risk,87.95,69.83422438272498,838.0106925926998,Medium Value
9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,Yes,1,13-24,81.15,973.8,0.7694455312816072,High Risk,76.94,62.440504863502426,749.286058362029,Medium Value
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,0,49-72,103.75,1245.0,0.1547472578993126,Low Risk,15.47,16.055028007053682,192.6603360846442,High Value
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No,0,25-48,86.45,1037.4,0.465825907466174,Medium Risk,46.58,40.27064970045075,483.24779640540896,High Value
5146-CBVOE,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,0,13-24,75.1,901.2,0.6107359662385062,High Risk,61.07,45.866271064511814,550.3952527741418,Medium Value
0454-OKRCT,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,0,25-48,80.6,967.2,0.1400386960472549,Low Risk,14.0,11.287118901408745,135.44542681690493,Medium Value
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,No,0,49-72,19.3,231.6,0.0073671411623067,Low Risk,0.74,0.14218582443251931,1.7062298931902318,Low Value
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,Yes,1,0-6,84.6,1015.2,0.9150627214217314,High Risk,91.51,77.41430623227848,928.9716747873417,High Value
4198-VFOEA,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,No,0,7-12,33.6,403.2000000000001,0.3315241454412126,Medium Risk,33.15,11.139211286824745,133.67053544189693,Low Value
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,0,0-6,83.25,999.0,0.9157732190464682,High Risk,91.58,76.23812048561848,914.8574458274218,Medium Value
5709-LVOEQ,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,No,0,0-6,80.85,970.2,0.2363101599452084,Low Risk,23.63,19.1056764315701,229.26811717884118,Medium Value
6400-BWQKW,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,Yes,1,0-6,79.05,948.6,0.8162506577258429,High Risk,81.63,64.52461449322789,774.2953739187346,Medium Value
2692-AQCPF,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No,0,49-72,108.05,1296.6,0.3455118656921532,Medium Risk,34.55,37.33255708803715,447.9906850564458,High Value
0347-UBKUZ,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,No,0,13-24,19.9,238.8,0.2583530640558346,Low Risk,25.84,5.141225974711108,61.69471169653329,Low Value
0835-DUUIQ,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,No,0,13-24,21.05,252.6,0.0778036231803242,Low Risk,7.78,1.6377662679458245,19.653195215349893,Low Value
0811-GSDTP,Female,0,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No,0,13-24,30.15,361.8,0.5829180807438866,Medium Risk,58.29,17.57498013442818,210.89976161313817,Low Value
7567-ECMCM,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No,0,13-24,79.85,958.2,0.7366922762672313,High Risk,73.67,58.824878259938416,705.8985391192609,Medium Value
6115-ZTBFQ,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,0,49-72,65.5,786.0,0.031658335640182,Low Risk,3.17,2.073620984431921,24.88345181318305,Medium Value
6353-BRMMA,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No,0,49-72,104.1,1249.1999999999998,0.5069958289030825,Medium Risk,50.7,52.778265788810884,633.3391894657307,High Value
6680-WKXRZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes,1,0-6,74.4,892.8000000000001,0.7788281078449109,High Risk,77.88,57.944811223661375,695.3377346839366,Medium Value
6231-WFGFH,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,No,0,0-6,20.5,246.0,0.3877768008928524,Medium Risk,38.78,7.949424418303474,95.3930930196417,Low Value
9904-EHEVJ,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No,0,25-48,91.35,1096.1999999999998,0.7189863592726281,High Risk,71.9,65.67940391955457,788.1528470346549,High Value
7028-DVOIQ,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes,1,25-48,99.05,1188.6,0.856478168007674,High Risk,85.65,84.8341625411601,1018.0099504939212,High Value
6169-PPETC,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,No,0,25-48,20.5,246.0,0.0271596200587298,Low Risk,2.72,0.5567722112039609,6.681266534447531,Low Value
4208-UFFGW,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,Yes,1,0-6,44.95,539.4000000000001,0.6227548565305248,High Risk,62.28,27.99283080104709,335.9139696125651,Low Value
8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,No,0,7-12,75.6,907.2,0.7450195183210723,High Risk,74.5,56.32347558507306,675.8817070208768,Medium Value
8467-WYNSR,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,No,0,13-24,55.1,661.2,0.2475493273463779,Low Risk,24.75,13.639967936785423,163.67961524142507,Medium Value
0851-DFJKB,Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,No,0,13-24,58.95,707.4000000000001,0.3631532835098298,Medium Risk,36.32,21.407886062904467,256.8946327548536,Medium Value
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No,0,13-24,95.1,1141.1999999999998,0.8810117365918001,High Risk,88.1,83.78421614988018,1005.4105937985621,High Value
9448-REEVD,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes,1,0-6,44.7,536.4000000000001,0.5864705603624215,Medium Risk,58.65,26.215234048200244,314.58280857840293,Low Value
3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,No,0,49-72,25.45,305.4,0.008090950462081,Low Risk,0.81,0.20591468925996143,2.470976271119537,Low Value
8388-FYNPZ,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,No,0,0-6,56.75,681.0,0.5307099160530948,Medium Risk,53.07,30.11778773601313,361.4134528321576,Medium Value
4002-BQWPQ,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No,0,25-48,81.75,981.0,0.2855512985745859,Low Risk,28.56,23.343818658472397,280.12582390166875,Medium Value
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,No,0,25-48,86.1,1033.1999999999998,0.6784486698158472,High Risk,67.84,58.414430471144435,700.9731656537332,High Value
2826-DXLQO,Male,1,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No,0,7-12,29.8,357.6,0.5874755101852787,Medium Risk,58.75,17.506770203521306,210.08124244225567,Low Value
4378-BZYFP,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,No,0,13-24,20.5,246.0,0.1799058322363693,Low Risk,17.99,3.6880695608455705,44.25683473014685,Low Value
9489-UTFKA,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No,0,7-12,60.9,730.8,0.5134382874028879,Medium Risk,51.34,31.26839170283587,375.22070043403045,Medium Value
4849-PYRLQ,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,No,0,49-72,73.25,879.0,0.0469295802195725,Low Risk,4.69,3.4375917510836853,41.251101013004224,Medium Value
9117-SHLZX,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,1,0-6,45.7,548.4000000000001,0.6691757465581742,High Risk,66.92,30.581331617708564,366.97597941250274,Low Value
9889-TMAHG,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,Yes,1,7-12,100.3,1203.6,0.6854529378170847,High Risk,68.55,68.7509296630536,825.0111559566432,High Value
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,Yes,1,7-12,19.25,231.0,0.4156893744691584,Medium Risk,41.57,8.002020458531298,96.02424550237558,Low Value
7764-BDPEE,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,No,0,0-6,20.85,250.2,0.3155480872871213,Medium Risk,31.55,6.5791776199364795,78.95013143923775,Low Value
3429-IFLEM,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,No,0,49-72,77.35,928.2,0.0169127670616302,Low Risk,1.69,1.3082025322170958,15.69843038660515,Medium Value
3158-MOERK,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes,1,0-6,96.0,1152.0,0.9216866590091648,High Risk,92.17,88.48191926487982,1061.7830311785578,High Value
7294-TMAOP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes,1,0-6,90.55,1086.6,0.8734552510628332,High Risk,87.35,79.09137298373955,949.0964758048746,High Value
5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No,0,49-72,93.85,1126.1999999999998,0.5234643948198849,Medium Risk,52.35,49.1271334538462,589.5256014461544,High Value
0556-FJEGU,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No,0,49-72,70.1,841.1999999999999,0.0366340066723338,Low Risk,3.66,2.5680438677305992,30.81652641276719,Medium Value
8919-FYFQZ,Male,1,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes,1,25-48,30.35,364.2000000000001,0.4690420561360082,Medium Risk,46.9,14.23542640372785,170.8251168447342,Low Value
0604-THJFP,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No,0,49-72,75.95,911.4,0.054803010347239,Low Risk,5.48,4.162288635872803,49.947463630473635,Medium Value
2834-JRTUA,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Yes,1,49-72,108.05,1296.6,0.2007061458823256,Low Risk,20.07,21.68629906258528,260.2355887510234,High Value
5875-YPQFJ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,1,0-6,69.9,838.8000000000001,0.8636537613592281,High Risk,86.37,60.36939791901005,724.4327750281205,Medium Value
5879-SESNB,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,No,0,7-12,75.25,903.0,0.8041138047675818,High Risk,80.41,60.509563808760525,726.1147657051263,Medium Value
6646-QVXLR,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes,1,49-72,103.75,1245.0,0.5683328225238559,Medium Risk,56.83,58.964530336850046,707.5743640422006,High Value
6461-PPAXN,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,No,0,25-48,54.95,659.4000000000001,0.0933370183000208,Low Risk,9.33,5.128869155586143,61.546429867033716,Medium Value
3318-ISQFQ,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,No,0,13-24,19.5,234.0,0.2730789816396395,Low Risk,27.31,5.325040141972971,63.90048170367565,Low Value
1106-HRLKZ,Male,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,No,0,25-48,19.6,235.2,0.0237139047506895,Low Risk,2.37,0.46479253311351426,5.577510397362171,Low Value
2483-XSSMZ,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,No,0,25-48,47.85,574.2,0.1903440995378552,Low Risk,19.03,9.107965162886371,109.29558195463645,Low Value
